,precision,recall,f1-score,support
0,1.0,1.0,1.0,22.0
1,1.0,1.0,1.0,3.0
2,0.0,0.0,0.0,17.0
3,0.8181818181818182,0.9,0.8571428571428572,10.0
4,0.5454545454545454,0.6666666666666666,0.6,9.0
5,0.9444444444444444,0.9444444444444444,0.9444444444444444,18.0
6,0.9375,1.0,0.967741935483871,15.0
7,0.7142857142857143,0.8333333333333334,0.7692307692307692,18.0
8,0.7209302325581395,0.7948717948717948,0.7560975609756098,39.0
9,0.9090909090909091,0.7142857142857143,0.8,14.0
10,0.9130434782608695,0.875,0.8936170212765957,24.0
11,1.0,1.0,1.0,4.0
12,1.0,1.0,1.0,2.0
13,0.9259259259259259,0.9615384615384616,0.9433962264150944,26.0
14,0.9375,1.0,0.967741935483871,15.0
15,1.0,1.0,1.0,1.0
16,0.9230769230769231,0.75,0.8275862068965517,16.0
17,0.25,1.0,0.4,1.0
18,0.9545454545454546,1.0,0.9767441860465117,21.0
19,0.75,0.72,0.7346938775510204,25.0
20,0.975609756097561,0.8695652173913043,0.9195402298850575,46.0
21,0.9642857142857143,0.9310344827586207,0.9473684210526316,29.0
22,1.0,1.0,1.0,24.0
23,0.7755102040816326,0.7037037037037037,0.7378640776699029,54.0
24,0.875,1.0,0.9333333333333333,7.0
25,0.6,0.5,0.5454545454545454,6.0
26,0.5263157894736842,0.4,0.45454545454545453,50.0
27,0.875,0.9032258064516129,0.8888888888888888,31.0
28,1.0,0.6666666666666666,0.8,3.0
29,1.0,1.0,1.0,4.0
30,0.8571428571428571,0.9090909090909091,0.8823529411764706,33.0
31,0.72,0.6206896551724138,0.6666666666666666,29.0
32,0.9629629629629629,0.9285714285714286,0.9454545454545454,56.0
33,0.8260869565217391,0.7402597402597403,0.7808219178082192,77.0
34,0.35714285714285715,0.7142857142857143,0.4761904761904762,7.0
35,0.8148148148148148,0.8148148148148148,0.8148148148148148,27.0
36,0.725,0.8055555555555556,0.7631578947368423,36.0
37,0.5,0.875,0.6363636363636364,8.0
38,0.9,0.9,0.9,10.0
39,0.7435897435897436,0.5686274509803921,0.6444444444444445,51.0
40,0.21428571428571427,1.0,0.35294117647058826,3.0
41,0.7254901960784313,0.8043478260869565,0.7628865979381443,46.0
42,0.7894736842105263,0.9375,0.8571428571428572,16.0
43,0.1388888888888889,0.38461538461538464,0.20408163265306123,13.0
44,0.6111111111111112,0.5238095238095238,0.5641025641025642,21.0
45,0.7941176470588235,0.8709677419354839,0.8307692307692308,31.0
46,0.25,0.6666666666666666,0.36363636363636365,3.0
47,0.6258503401360545,0.6865671641791045,0.6548042704626335,134.0
48,0.8275862068965517,0.8571428571428571,0.8421052631578947,56.0
49,0.5384615384615384,0.7777777777777778,0.6363636363636364,9.0
50,0.7391304347826086,0.4657534246575342,0.5714285714285714,73.0
51,0.15384615384615385,0.5,0.23529411764705882,4.0
52,0.9772727272727273,0.86,0.9148936170212766,50.0
53,0.7037037037037037,1.0,0.8260869565217391,38.0
54,0.9090909090909091,0.6666666666666666,0.7692307692307692,15.0
55,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
56,0.875,0.875,0.875,8.0
57,0.6,0.5,0.5454545454545454,6.0
58,0.3333333333333333,1.0,0.5,1.0
59,0.8,1.0,0.888888888888889,4.0
60,1.0,1.0,1.0,5.0
61,1.0,1.0,1.0,3.0
62,0.75,1.0,0.8571428571428571,3.0
63,0.9285714285714286,0.8666666666666667,0.896551724137931,15.0
64,1.0,0.8,0.888888888888889,5.0
65,1.0,1.0,1.0,1.0
66,1.0,1.0,1.0,3.0
67,1.0,0.8333333333333334,0.9090909090909091,6.0
69,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
70,0.0,0.0,0.0,100.0
71,0.7457627118644068,0.4631578947368421,0.5714285714285715,95.0
72,0.875,0.875,0.875,8.0
73,0.6764705882352942,0.71875,0.696969696969697,32.0
74,0.5263157894736842,0.7692307692307693,0.625,13.0
75,0.0,0.0,0.0,12.0
76,0.0,0.0,0.0,4.0
78,0.625,0.625,0.625,8.0
79,0.6666666666666666,1.0,0.8,8.0
80,0.8,0.5714285714285714,0.6666666666666666,14.0
81,0.0,0.0,0.0,7.0
82,0.0,0.0,0.0,0.0
