,precision,recall,f1-score,support
0,1.0,1.0,1.0,22.0
1,1.0,0.6666666666666666,0.8,3.0
2,0.2692307692307692,0.4117647058823529,0.3255813953488372,17.0
3,0.9,0.9,0.9,10.0
4,0.0,0.0,0.0,9.0
5,1.0,0.9444444444444444,0.9714285714285714,18.0
6,1.0,1.0,1.0,15.0
7,0.8823529411764706,0.8333333333333334,0.8571428571428571,18.0
8,0.7560975609756098,0.7948717948717948,0.7749999999999999,39.0
9,0.8333333333333334,0.7142857142857143,0.7692307692307692,14.0
10,1.0,0.75,0.8571428571428571,24.0
11,1.0,1.0,1.0,4.0
12,1.0,1.0,1.0,2.0
13,1.0,0.9230769230769231,0.9600000000000001,26.0
14,0.9375,1.0,0.967741935483871,15.0
15,0.5,1.0,0.6666666666666666,1.0
16,0.8571428571428571,0.75,0.7999999999999999,16.0
17,0.3333333333333333,1.0,0.5,1.0
18,0.9545454545454546,1.0,0.9767441860465117,21.0
19,0.7727272727272727,0.68,0.7234042553191491,25.0
20,0.9069767441860465,0.8478260869565217,0.8764044943820224,46.0
21,0.90625,1.0,0.9508196721311475,29.0
22,1.0,1.0,1.0,24.0
23,0.72,0.6666666666666666,0.6923076923076923,54.0
24,0.7777777777777778,1.0,0.8750000000000001,7.0
25,0.75,0.5,0.6,6.0
26,0.4,0.44,0.41904761904761906,50.0
27,0.875,0.9032258064516129,0.8888888888888888,31.0
28,1.0,0.6666666666666666,0.8,3.0
29,1.0,1.0,1.0,4.0
30,0.8571428571428571,0.9090909090909091,0.8823529411764706,33.0
31,0.76,0.6551724137931034,0.7037037037037037,29.0
32,0.9807692307692307,0.9107142857142857,0.9444444444444444,56.0
33,0.759493670886076,0.7792207792207793,0.7692307692307693,77.0
34,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
35,0.8695652173913043,0.7407407407407407,0.7999999999999999,27.0
36,0.6341463414634146,0.7222222222222222,0.6753246753246753,36.0
37,0.4375,0.875,0.5833333333333334,8.0
38,0.9,0.9,0.9,10.0
39,0.7631578947368421,0.5686274509803921,0.651685393258427,51.0
40,0.15384615384615385,0.6666666666666666,0.25,3.0
41,0.6557377049180327,0.8695652173913043,0.7476635514018691,46.0
42,0.7368421052631579,0.875,0.7999999999999999,16.0
43,0.13793103448275862,0.3076923076923077,0.1904761904761905,13.0
44,0.6,0.5714285714285714,0.5853658536585366,21.0
45,0.7931034482758621,0.7419354838709677,0.7666666666666667,31.0
46,0.2222222222222222,0.6666666666666666,0.3333333333333333,3.0
47,0.6846153846153846,0.664179104477612,0.6742424242424242,134.0
48,0.7966101694915254,0.8392857142857143,0.8173913043478261,56.0
49,0.6363636363636364,0.7777777777777778,0.7000000000000001,9.0
50,0.8181818181818182,0.4931506849315068,0.6153846153846154,73.0
51,0.2857142857142857,0.5,0.36363636363636365,4.0
52,1.0,0.82,0.9010989010989011,50.0
53,0.8461538461538461,0.868421052631579,0.8571428571428572,38.0
54,0.75,0.6,0.6666666666666665,15.0
55,1.0,0.6666666666666666,0.8,3.0
56,1.0,0.75,0.8571428571428571,8.0
